stock_code,prev_close
217730,2695.0
267980,33600.0
0001A0,10360.0
448280,8700.0
377460,4080.0
060720,10760.0
041920,13880.0
251370,14090.0
159010,18520.0
114190,9610.0
0008Z0,26000.0
950170,4805.0
058970,21100.0
478340,21750.0
318060,22400.0
017890,11570.0
043370,11860.0
065660,24650.0
389260,14020.0
053030,7820.0
084850,10580.0
061090,43300.0
459510,18760.0
098120,28750.0
125020,7020.0
014940,5240.0
357550,44000.0
082800,3925.0
046120,7010.0
394800,7440.0
065710,45750.0
023760,738.0
011560,23100.0
040350,11950.0
093520,19430.0
416180,25550.0
308430,17790.0
290690,4625.0
446540,8070.0
018000,894.0
307180,6180.0
439090,14090.0
108860,8780.0
094480,5910.0
382900,26250.0
019010,4650.0
206640,10390.0
100120,25000.0
036030,4610.0
243840,5840.0
053300,5430.0
474650,38250.0
091580,16730.0
190510,15690.0
049630,9160.0
054210,8690.0
294570,21650.0
115450,2430.0
095500,7100.0
067390,528.0
357880,4235.0
0015G0,18650.0
012860,2990.0
389020,31350.0
353810,6570.0
099440,3245.0
138610,18710.0
461300,16150.0
018310,14600.0
051370,9250.0
084990,4585.0
005710,10510.0
451760,13290.0
068930,7570.0
338840,13550.0
013120,2285.0
380540,8450.0
199820,9300.0
494120,27000.0
119610,17950.0
092070,17350.0
036190,32650.0
394420,18150.0
045390,2820.0
094820,13260.0
067080,10720.0
255220,1834.0
052330,11220.0
122990,7440.0
382800,6200.0
088800,2655.0
457550,21000.0
214180,15060.0
064550,7610.0
034810,6160.0
121440,4565.0
0007C0,23350.0
256840,2830.0
012210,8730.0
036560,12200.0
149950,14000.0
0088M0,19210.0
126600,3040.0
083310,10790.0
402490,11200.0
308080,9270.0
211270,12590.0
083930,12830.0
237880,10540.0
016790,994.0
481070,13070.0
192440,30250.0
432720,13200.0
484810,12110.0
054450,12330.0
126730,21000.0
126640,4610.0
039830,17320.0
405100,15140.0
086820,7100.0
024840,4495.0
304100,15540.0
474170,10330.0
024060,12170.0
123860,14970.0
489500,28400.0
464080,10280.0
101360,10870.0
138360,2355.0
232680,13760.0
402030,14350.0
216080,4840.0
102120,10240.0
950140,9060.0
484120,16520.0
071200,7410.0
039840,13350.0
066620,24700.0
418550,5660.0
108380,18480.0
123330,22300.0
462860,2440.0
176750,6180.0
032580,5380.0
372170,21750.0
126700,11530.0
042420,20950.0
078070,10100.0
143240,15850.0
264450,11600.0
080160,8890.0
123410,6060.0
041020,3385.0
092130,13990.0
039860,4400.0
194480,13930.0
079960,21200.0
458650,11140.0
143160,15500.0
418420,5460.0
377450,9550.0
371950,7350.0
109740,6370.0
024800,4500.0
119830,6220.0
226590,15420.0
361390,16720.0
417010,8090.0
199430,14900.0
038390,9720.0
403850,11420.0
146320,13460.0
049430,18000.0
445180,9370.0
473980,14500.0
058820,1100.0
488280,15060.0
032620,3125.0
048870,1850.0
066410,1153.0
118990,6680.0
046070,10280.0
086980,2545.0
264850,5230.0
023910,26350.0
388050,8470.0
179290,4845.0
270660,12380.0
011040,5100.0
046440,4155.0
452450,4340.0
007330,10450.0
072870,12860.0
104480,1709.0
114840,9040.0
321550,5170.0
380550,12480.0
086670,15300.0
060150,3320.0
049960,16150.0
051980,1360.0
042600,12350.0
093190,7700.0
106190,14400.0
